folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
1701447202,1,TB08,770,770,753.26
1701447202,1,TB13,200,200,99.44
1701447202,1,TB14,4100,1100,2038.67
1701447206,1,TB03,860, ,2496.77
1701447206,1,TB01,1800, ,5225.8
1701447206,1,TB07,790, ,2293.54
1701480404,1,TB03,656, ,1904.51
1701480404,1,TB01,2000, ,5806.45
1701480404,1,TB02,458, ,1329.67
1701480404,1,TB07,400, ,1161.29
1701480404,1,TB11,900,900,440.21
1701480404,1,TB10,100,100,97.82
1701480404,1,TB08,2116,2116,2069.99
1701536905,1,TB12,3500,0,1711.95
1701578804,1,TB08,890,890,870.65
1701661405,1,TB08,3240,1158,3169.56
1701661406,1,TB08,3100,3100,3032.6
1701673703,1,TB08,1900,0,1858.69
1701673703,1,TB09,1192,0,1166.08
1701673703,1,TB07,950, ,2850
1701695301,1,TB03,1459, ,4235.8
1701695301,1,TB02,984, ,2856.77
1701695305,1,TB01,85, ,246.77
1701695305,1,TB05,1600, ,4645.16
1701695305,1,TB02,175, ,508.06
1701695305,1,TB03,70, ,203.22
1701695305,1,TB08,2370,1990,2318.47
1701695305,1,TB13,3000,0,1467.39
1701714316,1,TB03,3000, ,8709.67
1701714316,1,TB02,464, ,1347.09
1701714316,1,TB08,1000,1000,978.26
1701817704,1,TB02,1353, ,4059
1701817704,1,TB03,1164, ,3492
1701892301,1,TB08,3000,3000,2934.78
1701892301,1,TB07,2500, ,7258.06
1701892301,1,TB01,2000, ,5806.45
1701892301,1,TR01,500, ,1451.61
1701892306,1,TB13,4000,4000,1956.52
1701920905,1,TB11,535,0,261.68
1701920905,1,TB03,722, ,2096.12
1701920905,1,TB04,1400, ,4064.51
1701920905,1,TB02,556, ,1614.19
1701920905,1,TB10,860,0,841.3
1701920905,1,TB01,4000, ,11612.9
1701920905,1,TB12,500,239,244.56
1701920905,1,TB08,2620,725,2563.04
1701949418,1,TB03,245, ,711.29
1701949418,1,TB08,350,0,342.39
1701949418,1,TB14,7000,7000,3423.91
1701949418,1,TB02,183, ,531.29
1702050903,1,TB08,4000,3000,3913.04
1702050906,1,TB08,4500,4500,4402.17
1702050906,1,TB01,500, ,1451.61
1702164501,1,TB01,960, ,2787.09
1702164501,1,TB08,249,0,243.58
1702204801,1,TB01,5000, ,15000
1702391802,1,TB08,800,400,782.6
1702447421,1,TB02,145, ,420.96
1702447421,1,TB01,1500, ,4354.83
1702447421,1,TB03,290, ,841.93
1702560619,1,TB08,1445,0,1413.58
1702560623,1,TB12,700,0,344.26
1702717405,1,TR14,1800,300,880.43
1702717405,1,TB07,1500, ,4354.83
1702717405,1,TB13,3200,0,1565.21
1702717405,1,TB11,2990,0,1462.49
1702785204,1,TB07,400, ,1161.29
1702988022,1,TB12,13000,0,6358.69
1703085602,1,TB08,1000,0,978.26
1703109910,1,TB01,3000, ,8709.67
1703109910,1,TB11,11000,0,5380.43
1703147304,1,TB10,2800,0,2739.13
1703147304,1,TB11,5300,0,2592.39
1703147304,1,TB15,20000,0,9782.6
1703147306,1,TB03,800, ,2322.58
1703147306,1,TB02,434, ,1259.99
1703147306,1,TB07,1995, ,5791.93
1703147306,1,TB10,553,553,540.97
1703147306,1,TB04,500, ,1451.61
1703365303,1,TB13,2500,2500,1222.82
1703365303,1,TB08,550,550,538.04
1703475516,1,TB13,18000,0,8804.34
1703517803,1,TB02,255, ,765
1703517803,1,TB01,8300, ,24900
1703517803,1,TB13,93000,2600,45737.7
1703517803,1,TB10,1600,1100,1565.21
1703517803,1,TB08,600,600,586.95
1703517803,1,TB07,2900, ,8700
1703517803,1,TB05,3000, ,9000
1703517803,1,TB04,2000, ,6000
1703517803,1,TB03,2548, ,7644
1703548501,1,TB07,1150, ,3338.7
1703548501,1,TB14,3950,570,1932.06
1703548506,1,TB07,1496, ,4343.22
1703548506,1,TB12,2500,687,1222.82
1703548506,1,TB13,5982,5982,2925.97
1703548506,1,TB14,16000,6000,7826.08
1703548506,1,TB15,20000,5000,9782.6
1703548506,1,TB01,2400, ,6967.74
1703548506,1,TB04,4080, ,11845.16
1703548506,1,TB05,3500, ,10161.29
1760061610,1,TR01,4500, ,13500
1760061610,1,TB01,2000, ,6000
1760061610,1,TB02,430, ,1290
1760061610,1,TB03,173, ,519
1760061610,1,TB04,150, ,450
1760061610,1,TB08,600,0,586.95
1760061610,1,TB10,2500,0,2445.65
1760078824,1,TB03,842, ,2526
1760078824,1,TB02,1075, ,3225
1760078914,1,TB08,100,50,97.82
1760080501,1,TB05,5358, ,15555.48
1760080501,1,TB08,3432,18,3357.39
1760080501,1,TB10,20,0,19.56
1760080501,1,TB11,1080,540,528.26
1760080501,1,TB13,2290,0,1120.1
1760080501,1,TB01,1269, ,3684.19
1760080501,1,TB03,372, ,1079.99
1760080501,1,TB02,496, ,1439.99
1760202601,1,TB01,254, ,762
1760227306,1,TB09,200,200,195.65
1760247715,1,TB11,6500,0,3196.72
1760310405,1,TB07,689, ,2000.32
1760310405,1,TB04,667, ,1936.45
1760370408,1,TB02,553, ,1605.48
1760370408,1,TB03,533, ,1547.41
1760432407,1,TB05,1800, ,5225.8
1760432407,1,TB01,500, ,1451.61
1800008005,1,TB04,149, ,432.58
1800008005,1,TB01,1750, ,5080.64
1800008005,1,TB08,4710,0,4607.6
1800008005,1,TB12,300,300,146.73
1800012902,1,TB11,5700,0,2788.04
1800012904,1,TB10,1920,0,1878.26
1800012904,1,TB08,740,0,723.91
1800023605,1,TB09,160,160,156.52
1800023605,1,TB10,3000,1000,2934.78
1800041202,1,TB12,18000,0,8950.27
1800059301,1,TR08,1397,1098,1366.63
1800059301,1,TB08,2473,2123,2419.23
1800059301,1,TR01,500, ,1451.61
1800059302,1,TB08,285,0,278.8
1800059302,1,TB12,900,900,440.21
1800059306,1,TR09,1000,1000,978.26
1800059306,1,TR10,14800,0,14478.26
1800067903,1,TB08,1200,1200,1173.91
1800067903,1,TB12,700,0,342.39
1800067905,1,TR12,300,300,146.73
1800067905,1,TB08,1970,1970,1927.17
1800067906,1,TR08,1790,0,1751.08
1800102401,1,TB08,1500,350,1467.39
1800109002,1,TB04,1800, ,5225.8
1800109002,1,TB08,11440,8300,11191.3
1800130203,1,TB08,700,0,684.78
1800130204,1,TB08,2900,2900,2836.95
1800139502,1,TB08,900,0,880.43
1800149902,1,TB09,320,320,313.04
1800159403,1,TB08,1017,1017,994.89
1800159405,1,TB13,26000,0,12717.39
1800164801,1,TB12,500,0,245.9
1800168401,1,TB05,600, ,1741.93
1800168402,1,TB11,7500,0,3668.47
1800170004,1,TB12,7000,7000,3423.91
1800236605,1,TB08,1700,1700,1663.04
1800237701,1,TB08,2498,0,2443.69
1800237702,1,TB08,930,0,909.78
1800237703,1,TB08,1690,0,1653.26
1800237706,1,TB08,4475,420,4377.71
1800243203,1,TB04,150, ,435.48
1800243203,1,TB08,4953,423,4845.32
1800248504,1,TB08,7935,6160,7762.49
1800282301,1,TB05,500, ,1451.61
1800282301,1,TB09,380,380,371.73
1800282301,1,TR09,50,50,48.91
1800290802,1,TB11,2400,0,1180.32
1800290805,1,TB08,2859,0,2796.84
1800298401,1,TB08,860,143,841.3
1800298401,1,TB11,3999,1000,1956.03
1800298402,1,TB11,5000,5000,2445.65
1800298402,1,TB08,620,0,606.52
1800298403,1,TB08,1665,205,1628.8
1800298403,1,TB11,4100,485,2005.43
1800318002,1,TB08,1318,898,1289.34
1800318004,1,TB05,6000, ,17419.35
1800333605,1,TB08,1350,0,1320.65
1800333605,1,TB05,1500, ,4500
1800339701,1,TB08,2000,800,1956.52
1800339702,1,TB08,560,0,547.82
1800342202,1,TB08,875,0,855.97
1800344701,1,TB11,7000,0,3442.62
1800344702,1,TB08,517,17,505.76
1800344702,1,TB14,1900,0,934.42
1800344702,1,TB13,9000,0,4426.22
1800344702,1,TB12,3050,0,1499.99
1800344702,1,TB11,2700,0,1327.86
1800344702,1,TB10,150,0,146.73
1800344702,1,TB09,744,80,727.82
1800344702,1,TB07,550, ,1650
1800344702,1,TB06,80, ,240
1800344702,1,TB05,1600, ,4800
1800344702,1,TB04,2400, ,7200
1800344702,1,TB03,425, ,1275
1800344702,1,TB02,224, ,672
1800344702,1,TB01,2000, ,6000
1800344706,1,TB08,2400,0,2347.82
1800370501,1,TB08,389,389,380.54
1800370501,1,TB13,1500,0,733.69
1800370501,1,TB02,106, ,307.74
1800370501,1,TB03,90, ,261.29
1800370502,1,TB08,2700,1300,2641.3
1800370502,1,TB11,11500,11000,5624.99
1800370503,1,TB08,8850,8850,8657.6
1800370503,1,TB11,1200,0,586.95
1800373302,1,TB08,1200,360,1173.91
1800373302,1,TB11,4900,4900,2396.73
1800373305,1,TB08,4532,2273,4433.47
1800389903,1,TB09,500,0,489.13
1800428803,1,TB08,1350,0,1320.65
1800431401,1,TB03,172, ,499.35
1800451702,1,TB11,11000,0,5409.83
1800451702,1,TB13,1000,1000,491.8
1800451704,1,TB12,7000,0,3442.62
1800453202,1,TB11,1200,0,596.68
