folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
100592205,1,TB13,5000,0,2486.18
100592205,1,TB05,5000, ,14516.12
100613602,1,TB07,4320, ,12960
100613602,1,TB03,2655, ,7965
100613602,1,TB02,860, ,2580
100613602,1,TB11,2000,2000,983.6
100613602,1,TB04,2100, ,6300
100620701,1,TB08,2500,0,2445.65
100620701,1,TB11,4000,4000,1967.21
100620706,1,TB11,1000,100,491.8
100628501,1,TB08,400,400,391.3
100674301,1,TB08,2400,2100,2347.82
100674301,1,TB11,300,0,146.73
100674301,1,TB02,481, ,1396.45
100674301,1,TB03,1115, ,3237.09
100674305,1,TR01,2000, ,5806.45
100674305,1,TB13,5900,0,2885.86
100674305,1,TB11,2000,0,978.26
100674305,1,TB08,860,0,841.3
100674305,1,TB03,55, ,159.67
100746902,1,TB02,420, ,1219.35
100818903,1,TB03,690, ,2003.22
100844603,1,TB08,2233,553,2184.45
100844603,1,TB02,721, ,2163
100844603,1,TB01,1400, ,4200
100844603,1,TB13,320,320,157.37
100844603,1,TB10,650,0,635.86
100844603,1,TB09,372,19,363.91
100844603,1,TB07,564, ,1692
100844603,1,TB06,532, ,1596
100844603,1,TB05,2235, ,6705
100844603,1,TB04,250, ,750
100844603,1,TB03,1087, ,3261
100844606,1,TB13,7500,0,3688.52
100854201,1,TB01,220, ,638.7
100860305,1,TB12,8000,0,3913.04
100862901,1,TB08,2800,2800,2739.13
100890902,1,TB13,5000,0,2445.65
100890905,1,TB01,7500, ,21774.19
100890905,1,TB03,2000, ,5806.45
100890905,1,TB13,7000,7000,3423.91
100890905,1,TB11,1800,0,880.43
100915406,2,TB12,15000,15000,7336.95
100915406,2,TB08,3300,3300,3228.26
100957802,1,TB11,8000,8000,3934.42
100957802,1,TB08,500,0,489.13
100957803,1,TB12,3800,0,1868.85
100957806,1,TB03,355, ,1065
100957806,1,TB02,429, ,1287
100957806,1,TB01,1000, ,3000
100961703,1,TB08,965,530,944.02
100984601,1,TB01,4000, ,12000
101013704,1,TB09,200,0,195.65
101013704,1,TB08,1706,0,1668.91
101014204,1,TB07,280, ,812.9
101014205,1,TB08,2000,2000,1956.52
101025504,1,TB01,250, ,725.8
101025505,1,TB07,350, ,1016.12
101026305,1,TB05,2000, ,5806.45
101103204,1,TB03,400, ,1161.29
101103204,1,TB02,379, ,1100.32
101103204,1,TB01,3200, ,9290.32
101113701,1,TB13,20000,0,9836.06
101152302,1,TB08,1200,1200,1173.91
101152303,1,TB08,649,580,634.89
101152303,1,TB01,1500, ,4354.83
101152303,1,TB14,250,0,122.28
101152303,1,TB03,200, ,580.64
101152303,1,TB05,500, ,1451.61
101152303,1,TB07,1105, ,3208.06
101152303,1,TB10,70,0,68.47
101152303,1,TB02,156, ,452.9
101152306,1,TB05,350, ,1016.12
101152306,1,TB11,1180,0,577.17
101173904,1,TB04,600, ,1741.93
101173904,1,TB11,6000,6000,2934.78
101206401,1,TB11,600,200,293.47
101206401,1,TB08,996,450,974.34
101206403,1,TB13,2600,0,1271.73
101206403,1,TB02,425, ,1233.87
101206403,1,TB03,860, ,2496.77
101206403,1,TB05,2400, ,6967.74
101215005,1,TB05,4500, ,13064.51
101218603,1,TB08,800,800,782.6
101218604,1,TB12,1000,1000,491.8
101218605,1,TB14,5000,0,2459.01
101218605,1,TB13,7100,0,3491.8
101218605,1,TB12,150,0,73.77
101218605,1,TB11,12100,600,5950.81
101218605,1,TB10,523,523,511.63
101218605,1,TB09,118,0,115.43
101218605,1,TB01,199, ,597
101218605,1,TB05,1000, ,3000
101218605,1,TB07,337, ,1011
101218605,1,TB08,2330,930,2279.34
101233705,1,TB08,2050,0,2005.43
101319201,1,TB12,2800,400,1392.26
101319204,1,TB05,200, ,580.64
101319204,1,TB07,230, ,667.74
101319204,1,TB12,21200,1200,10541.43
101319204,1,TB13,5500,3200,2734.8
101319204,1,TB03,1320, ,3832.25
101319204,1,TB08,16280,11000,15926.08
101410304,1,TR01,500, ,1451.61
101410304,1,TB01,1500, ,4354.83
101415902,1,TB13,1600,1200,782.6
101415902,1,TB09,70,0,68.47
101415902,1,TB02,42, ,121.93
101415902,1,TB08,2010,1320,1966.3
101415902,1,TB10,4200,1400,4108.69
101415902,1,TB01,4500, ,13064.51
101415903,1,TB03,420, ,1219.35
101415903,1,TB13,1300,1300,635.86
101415903,1,TB08,1000,0,978.26
101415903,1,TB02,170, ,493.54
101415904,1,TB10,1400,280,1369.56
101415904,1,TB12,1200,0,586.95
101415904,1,TB08,1050,0,1027.17
101415906,1,TB09,250,250,244.56
101415906,1,TB08,1000,0,978.26
101417804,1,TB08,700,700,684.78
101417806,1,TB08,2970,250,2905.43
101430002,1,TB09,216,0,211.3
101430002,1,TB12,1580,0,772.82
101430002,1,TB13,3600,500,1760.86
101430002,1,TB14,25000,2500,12228.26
101430002,1,TB06,1000, ,2903.22
101430002,1,TB03,543, ,1576.45
101430002,1,TB02,257, ,746.12
101430002,1,TB08,3850,0,3766.3
101430004,1,TB13,35500,0,17364.13
101430004,1,TB11,10500,0,5135.86
101430004,1,TB10,3220,3220,3149.99
101430004,1,TB09,2500,0,2445.65
101430004,1,TB08,1500,0,1467.39
101430004,1,TB07,580, ,1683.87
101430004,1,TB05,3000, ,8709.67
101430004,1,TB04,3700, ,10741.93
101430004,1,TB03,210, ,609.67
101430004,1,TB01,4500, ,13064.51
101430004,1,TB02,180, ,522.58
101435602,1,TB07,1800, ,5400
101435602,1,TB02,1010, ,3030
101435602,1,TB03,1064, ,3192
101435606,1,TB12,5300,0,2606.55
101439706,1,TB10,832,416,813.91
101439706,1,TB11,7000,0,3442.62
101482602,1,TB11,320,320,157.37
101482605,1,TB12,2200,1100,1081.96
101482605,1,TB08,210,210,205.43
101497505,1,TB04,11000, ,31935.48
101500305,1,TB03,1200, ,3483.87
101517802,1,TB11,9000,700,4426.22
101563804,1,TB06,250, ,750
101563804,1,TB09,2400,1000,2347.82
101563804,1,TB10,5000,5000,4891.3
101563804,1,TB12,4500,750,2213.11
101563804,1,TB13,3200,3200,1573.77
101563804,1,TB01,3500, ,10500
101563804,1,TB02,550, ,1650
101563804,1,TB03,665, ,1995
101563804,1,TB04,800, ,2400
101563804,1,TB05,3500, ,10500
101563806,1,TB08,4500,4500,4402.17
101563806,1,TB07,1450, ,4350
101563806,1,TB05,3200, ,9600
101563806,1,TB04,13000, ,39000
101563806,1,TB10,2000,2000,1956.52
101633704,1,TB13,2500,0,1229.5
101633704,1,TB12,8660,800,4259.01
101633704,1,TB11,4000,0,1967.21
101633704,1,TB09,1200,0,1173.91
101633704,1,TB08,300,0,293.47
101633704,1,TB03,478, ,1434
101633704,1,TB02,354, ,1062
101633704,1,TB01,4500, ,13500
101633705,1,TB11,7600,0,3737.7
101633705,1,TB08,3550,2150,3472.82
101736301,1,TB12,3000,0,1467.39
101736301,1,TB07,570, ,1654.83
101736301,1,TB06,1000, ,2903.22
101736301,1,TB04,750, ,2177.41
101736301,1,TB14,10500,7500,5135.86
101736301,1,TB13,4000,0,1956.52
101736301,1,TR12,1000,200,489.13
101736301,1,TB08,5900,5900,5771.73
101736302,1,TB08,450,450,440.21
101736302,1,TB04,2500, ,7258.06
101736303,1,TB03,1859, ,5397.09
101736303,1,TB04,14950, ,43403.22
101736303,1,TB02,542, ,1573.54
101736303,1,TB13,2000,0,978.26
101846501,1,TB08,23500,15800,22989.13
101846501,1,TB10,55000,2890,53804.34
101846505,1,TB10,4500,1500,4402.17
101846506,1,TB13,3400,0,1663.04
101846506,1,TB08,540,0,528.26
101889301,1,TB09,2300,2300,2249.99
101889301,1,TB13,2300,0,1124.99
101889301,1,TB08,380,160,371.73
101892903,1,TB01,2500, ,7258.06
101892903,1,TB07,799, ,2319.67
101892906,1,TB01,1000, ,2903.22
101892906,1,TB03,601, ,1744.83
101892906,1,TB04,400, ,1161.29
101899802,1,TB01,1500, ,4500
101899802,1,TB08,3500,0,3423.91
101931404,1,TR02,1000, ,2903.22
101931404,1,TB14,39400,12500,19271.73
101931404,1,TB13,1800,0,880.43
101931404,1,TB10,3520,2020,3443.47
101931404,1,TB09,800,800,782.6
101931404,1,TB05,5800, ,16838.7
101931404,1,TR10,120,120,117.39
101931404,1,TB03,370, ,1074.19
101931404,1,TB02,406, ,1178.7
101931404,1,TB01,6000, ,17419.35
101931404,1,TB08,7750,7750,7581.52
101931404,1,TR03,700, ,2032.25
101931404,1,TB04,1200, ,3483.87
102037202,1,TB08,500,100,489.13
102037202,1,TB03,860, ,2496.77
102037202,1,TB01,150, ,435.48
102037202,1,TB05,700, ,2032.25
102037206,1,TB03,1288, ,3739.35
102037206,1,TB15,1100,0,546.96
102037206,1,TB02,662, ,1921.93
102049602,1,TB08,5320,2780,5204.34
102049602,1,TB11,1800,0,885.24
102049604,1,TB04,1000, ,3000
102049604,1,TB03,757, ,2271
102049604,1,TB08,1281,81,1253.15
102049604,1,TB01,1900, ,5700
102049604,1,TB02,687, ,2061
102049605,1,TB11,250,0,122.95
102049605,1,TB09,24,24,23.47
102049605,1,TB08,45,45,44.02
102049605,1,TB05,1400, ,4200
102049605,1,TB01,1600, ,4800
102049605,1,TB02,411, ,1233
102049605,1,TB03,518, ,1554
102137005,1,TB13,20000,3500,9782.6
102137005,1,TB01,2000, ,5806.45
102137221,1,TB02,504, ,1463.22
102137221,1,TB08,4430,275,4333.69
102137221,1,TB11,7600,633,3779
102137718,1,TB11,16500,16500,8114.75
102137718,1,TB04,180, ,540
102157414,1,TB08,1150,750,1124.99
102157414,1,TB07,500, ,1451.61
102157414,1,TB05,951, ,2760.96
102209505,1,TB02,740, ,2148.38
102240304,1,TB06,523, ,1518.38
102240304,1,TB14,3898,519,1906.63
102240304,1,TB10,1700,0,1663.04
102240304,1,TB08,285,0,278.8
102240304,1,TB01,1650, ,4790.32
102240304,1,TB03,447, ,1297.74
102240304,1,TB05,2220, ,6445.16
102240304,1,TB02,196, ,569.03
102240305,1,TB12,35500,0,17364.13
102240305,1,TB11,26800,0,13108.69
102240305,1,TB09,480,0,469.56
102240305,1,TB08,37380,13910,36567.39
102240305,1,TB07,1110, ,3222.58
102240305,1,TB06,2000, ,5806.45
102240305,1,TB05,5400, ,15677.41
102240305,1,TB04,1400, ,4064.51
102240305,1,TB03,4802, ,13941.29
102240305,1,TB02,1173, ,3405.48
102240305,1,TR01,1500, ,4354.83
102240305,1,TB01,12236, ,35523.87
102315022,1,TB03,700, ,2032.25
102315024,1,TB11,2000,2000,978.26
102315413,1,TB04,640, ,1858.06
102315413,1,TB03,129, ,374.51
102315413,1,TB02,100, ,290.32
102315415,1,TB08,3780,600,3697.82
102315415,1,TB11,10000,850,4891.3
102315416,1,TB02,305, ,885.48
102315416,1,TB03,1963, ,5699.03
102315810,1,TB08,550,550,538.04
102338620,1,TB08,1838,708,1798.04
160006708,1,TB11,708,142,348.19
160021309,1,TB05,2500, ,7258.06
160021309,1,TB08,2700,1500,2641.3
160021309,1,TB11,8500,0,4157.6
160021309,1,TB12,10000,0,4891.3
160021309,1,TB03,330, ,958.06
160021309,1,TB04,100, ,290.32
160021309,1,TB13,1500,1500,733.69
160021309,1,TB02,935, ,2714.51
160021504,1,TB03,160, ,464.51
160021504,1,TB02,55, ,159.67
160021504,1,TB13,6700,0,3277.17
160021504,1,TB12,3500,1000,1711.95
160021504,1,TB10,4000,0,3913.04
160021504,1,TB08,1090,0,1066.3
160021504,1,TB05,4000, ,11612.9
160021504,1,TB04,60, ,174.19
160021504,1,TB14,49600,0,24260.86
160021504,1,TB01,500, ,1451.61
160021505,1,TB04,1000, ,2903.22
160021506,1,TB05,3200, ,9290.32
160021506,1,TB08,2800,2240,2739.13
160021506,1,TB04,8150, ,23661.29
160021506,1,TB03,686, ,1991.61
160021506,1,TB02,1062, ,3083.22
160021506,1,TB01,3500, ,10161.29
160021821,1,TB05,800, ,2400
160021821,1,TB10,1306,0,1277.6
160021821,1,TB01,1000, ,3000
160021821,1,TB02,350, ,1050
160022402,1,TB05,3900, ,11322.58
160022402,1,TB12,7000,0,3423.91
160022615,1,TB01,4500, ,13500
160022615,1,TB05,5000, ,15000
160022615,1,TB08,2000,2000,1956.52
160076224,1,TB12,8300,8300,4127.07
160076607,1,TB12,1200,0,590.16
160092314,1,TB08,4500,4500,4402.17
160092507,1,TB01,25000, ,72580.64
160092507,1,TB05,3500, ,10161.29
160092507,1,TB14,10000,0,4891.3
160092507,1,TB04,18000, ,52258.06
160092507,1,TB13,3600,3600,1760.86
160092507,1,TB12,3000,500,1467.39
160092507,1,TB11,5444,777,2662.82
160092507,1,TB10,32900,13500,32184.78
160092507,1,TB08,4450,4450,4353.26
160092916,1,TB11,2500,2500,1222.82
160110320,1,TB13,5700,0,2788.04
160114211,1,TB12,13000,13000,6464.08
160114519,1,TB08,600,0,586.95
160114519,1,TB12,780,0,381.52
160114708,1,TB01,1000, ,3000
160114710,1,TR08,800,800,782.6
160147310,1,TB11,1250,250,611.41
160150405,1,TB05,2500, ,7258.06
160150405,1,TB11,15000,15000,7336.95
160150405,1,TB14,25000,15000,12228.26
160152203,1,TB05,280, ,812.9
160152203,1,TB12,45,0,22.37
160152203,1,TB03,731, ,2122.25
160152203,1,TB02,185, ,537.09
160152203,1,TB01,2200, ,6387.09
160152315,1,TB11,1895,626,926.9
160187303,1,TB14,10000,0,4891.3
160187322,1,TB04,3640, ,10567.74
160187322,1,TB03,4400, ,12774.19
160187322,1,TB08,12600,6100,12326.08
160187322,1,TB14,47500,0,23233.69
160187322,1,TB01,4000, ,11612.9
160187322,1,TB09,2700,2700,2641.3
160187322,1,TB11,2900,0,1418.47
160187322,1,TB12,800,200,391.3
160187322,1,TB13,9000,0,4402.17
160187417,1,TB05,3380, ,9812.9
160187417,1,TB14,30000,0,14673.91
160187417,1,TB13,12000,0,5869.56
160187417,1,TB08,1859,560,1818.58
160187417,1,TB06,800, ,2322.58
160187417,1,TB03,60, ,174.19
160187418,1,TB13,49000,2500,23967.39
160187418,1,TB04,2700, ,7838.7
160187418,1,TB12,10000,0,4891.3
160187418,1,TB14,4500,750,2201.08
160187419,1,TB04,250, ,725.8
160187419,1,TB05,1000, ,2903.22
160192005,1,TB12,10000,10000,4891.3
160192223,1,TB03,417, ,1210.64
160192223,1,TB05,500, ,1451.61
160192223,1,TB11,1750,0,870.16
160192223,1,TB02,500, ,1451.61
160192607,1,TB01,2000, ,6000
160192607,1,TB05,3200, ,9600
160192607,1,TB11,9000,0,4426.22
160192607,1,TB13,16700,0,8213.11
160192607,1,TR01,500, ,1500
160192607,1,TB09,2600,0,2543.47
160192609,1,TB03,37, ,111
160192609,1,TB06,74, ,222
160192609,1,TB07,550, ,1650
160192609,1,TB08,5400,0,5282.6
160192609,1,TB01,500, ,1500
160232515,1,TB08,796,226,778.69
160234410,1,TB12,2400,0,1173.91
160253220,1,TB07,435, ,1262.9
160253220,1,TB08,380,380,371.73
160253220,1,TB13,3470,0,1725.41
160253220,1,TB03,149, ,432.58
160253220,1,TB02,265, ,769.35
160253220,1,TB06,400, ,1161.29
201088404,1,TB08,2370,790,2318.47
201088404,1,TB03,624, ,1811.61
201088404,1,TB11,5000,5000,2445.65
201190504,1,TB01,3000, ,8709.67
201190504,1,TB03,463, ,1344.19
201190504,1,TB02,1602, ,4650.96
201190504,1,TB11,900,900,440.21
201190504,1,TB07,3530, ,10248.38
201190504,1,TB04,1750, ,5080.64
201382901,1,TB02,1010, ,2932.25
201382901,1,TB03,672, ,1950.96
201382901,1,TB13,22769,0,11137.01
201382901,1,TB11,7000,7000,3423.91
201754504,1,TB01,600, ,1741.93
201844301,1,TB08,3600,0,3521.73
201844301,1,TB10,600,600,586.95
201844301,1,TB13,6300,6300,3081.52
201844301,1,TR03,2700, ,7838.7
201948402,1,TB04,10035, ,29133.87
201948402,1,TB05,6000, ,17419.35
201948402,1,TB03,5680, ,16490.32
201948402,1,TB13,13000,0,6358.69
201948402,1,TB10,5880,1960,5752.17
202370605,1,TB01,3000, ,9000
202370605,1,TB12,1739,1739,855.24
202370605,1,TB03,130, ,390
202370605,1,TB08,3115,1865,3047.28
202370605,1,TB11,370,0,181.96
202370605,1,TB04,9250, ,27750
202370605,1,TB07,2800, ,8400
202381206,1,TB10,3000,3000,2934.78
202554602,1,TB01,500, ,1500
202675404,1,TB08,1012,0,989.99
202675404,1,TB03,480, ,1393.54
202675404,1,TB02,140, ,406.45
202785702,1,TB02,558, ,1674
202785702,1,TB03,726, ,2178
202785702,1,TB08,5800,5800,5673.91
202785703,1,TB05,7650, ,22950
202785703,1,TB08,2048,2048,2003.47
202785703,1,TB01,2000, ,6000
202785703,1,TB10,1000,0,978.26
202785703,1,TB11,3600,0,1770.49
203070204,1,TB10,368,0,359.99
203070204,1,TB08,7648,0,7481.73
203070204,1,TB05,1100, ,3193.54
203070204,1,TB04,4100, ,11903.22
203070204,1,TB02,96, ,278.7
203070204,1,TB03,493, ,1431.29
203264605,1,TR01,600, ,1800
203264605,1,TB01,2000, ,6000
203274803,1,TB13,20000,0,9836.06
203274805,1,TB04,17000, ,51000
203352401,1,TB01,6000, ,17419.35
203651905,1,TB01,3000, ,8709.67
203668801,1,TB13,4000,0,1967.21
203747704,1,TB01,4000, ,12000
203802602,1,TB13,7500,7500,3688.52
203935204,1,TB08,2010,0,1966.3
204022203,1,TB10,76,0,74.34
204094502,1,TB01,3000, ,8709.67
204094502,1,TB02,522, ,1515.48
204094502,1,TB03,1123, ,3260.32
204723902,1,TB10,1600,1000,1565.21
204723902,1,TB01,3000, ,8709.67
204723902,1,TB05,500, ,1451.61
204739704,1,TB01,500, ,1500
205000401,1,TB11,4200,500,2054.34
205000401,1,TB12,3700,450,1809.78
205135506,1,TB13,6550,0,3203.8
206497502,1,TB13,36000,36000,17608.69
206530804,1,TB14,26000,4333,12786.88
206530804,1,TB13,22000,3666,10819.67
206684402,1,TB07,4710, ,13674.19
206684402,1,TB13,46200,7700,22597.82
206696604,1,TB08,500,500,489.13
206787205,1,TB05,5040, ,14632.25
206787205,1,TB15,36700,8700,18248.61
206990619,1,TB08,960,320,939.13
207492605,1,TB01,3000, ,9000
207606206,1,TB08,1000,1000,978.26
207606206,1,TR10,15800,4800,15456.52
207964001,1,TB10,280,100,273.91
260035222,1,TB13,3400,0,1690.6
260035223,1,TB11,1600,0,795.58
260046510,1,TB05,200, ,580.64
260049517,1,TB08,320,70,313.04
260057504,1,TB08,400,0,391.3
260066223,1,TB08,480,480,469.56
260066713,1,TB08,700,0,684.78
260066714,1,TB11,2900,0,1426.22
260099418,1,TB10,2150,2150,2103.26
260110506,1,TB08,120,120,117.39
260110506,1,TB12,6000,1000,2934.78
260110819,1,TB07,700, ,2100
260235411,1,TB11,2000,2000,978.26
260235622,1,TB11,15000,0,7377.04
260256012,1,TB08,450,0,440.21
260256410,1,TB08,2047,2047,2002.49
260256617,1,TB11,800,0,393.44
260256617,1,TB08,150,0,146.73
260256618,1,TB11,800,0,393.44
260294610,1,TB11,500,500,245.9
260301506,1,TB07,430, ,1248.38
260301506,1,TB08,242,242,236.73
260301506,1,TB10,5988,996,5857.82
260301506,1,TB13,4000,0,1956.52
260301506,1,TB14,6100,0,2983.69
260301506,1,TB15,149500,149500,73124.99
260301506,1,TB01,4000, ,11612.9
260301506,1,TB02,328, ,952.25
260352510,1,TB11,4200,700,2054.34
260368402,1,TB12,3190,638,1560.32
300001001,1,TB01,3500, ,10161.29
300001001,1,TB02,166, ,481.93
300001001,1,TB13,9000,3400,4402.17
300001001,1,TB10,520,290,508.69
300001001,1,TB03,395, ,1146.77
300001001,1,TB08,1573,1300,1538.8
300001001,1,TB05,2150, ,6241.93
300001001,1,TB04,250, ,725.8
300001001,1,TB09,340,0,332.6
300001004,1,TB05,1800, ,5225.8
300001004,1,TB10,800,800,782.6
300001004,1,TB07,558, ,1619.99
300001004,1,TB03,560, ,1625.8
300001004,1,TB02,165, ,479.03
300001004,1,TB01,4000, ,11612.9
300001004,1,TB13,2000,2000,978.26
300047205,1,TB11,60000,0,29834.25
300047205,1,TB14,7000,0,3480.66
300060505,1,TB03,357, ,1036.45
300060505,1,TB02,201, ,583.54
300060505,1,TB01,1000, ,2903.22
300079704,1,TB13,2200,0,1081.96
300079704,1,TB05,3500, ,10500
300079704,1,TB02,975, ,2925
300079704,1,TB01,146, ,438
300079706,1,TB13,4500,4500,2213.11
300079706,1,TB11,7800,0,3836.06
300079706,1,TB12,4690,0,2306.55
300079706,1,TB09,200,200,195.65
300079706,1,TB10,20,20,19.56
300079706,1,TB03,1523, ,4569
300079706,1,TB04,4400, ,13200
300079706,1,TB07,2482, ,7446
300079706,1,TB08,1885,1100,1844.02
300079706,1,TB02,613, ,1839
300080301,1,TR08,229,229,224.02
300080301,1,TB07,650, ,1887.09
300080301,1,TB08,2875,0,2812.49
300080306,1,TB08,7195,7195,7038.58
300080306,1,TB11,40000,24000,19565.21
300093901,1,TB02,385, ,1117.74
300093901,1,TR13,2800,0,1369.56
300093901,1,TB03,188, ,545.8
300093901,1,TB08,3268,1800,3196.95
300093901,1,TR08,1800,1800,1760.86
300093901,1,TB13,2800,0,1369.56
300093902,1,TB05,2000, ,5806.45
300095802,1,TB13,4000,4000,1967.21
300095804,1,TB08,600,200,586.95
300098403,1,TB13,20000,0,9782.6
300098403,1,TB10,9600,0,9391.3
300098403,1,TB07,1680, ,4877.41
300098403,1,TB14,24900,0,12179.34
300098403,1,TB02,3924, ,11392.25
300098403,1,TB03,3048, ,8849.03
300103002,1,TB10,3000,3000,2934.78
300103002,1,TB02,1585, ,4601.61
300103002,1,TB01,10000, ,29032.25
300103002,1,TB08,1480,0,1447.82
300103002,1,TB05,3000, ,8709.67
300103002,1,TB13,3500,0,1711.95
300103002,1,TB03,666, ,1933.54
300103002,1,TB11,1664,0,813.91
300103003,1,TB08,8250,0,8070.65
300103003,1,TB11,1200,0,586.95
300103003,1,TB12,5900,1400,2885.86
300103003,1,TB13,4000,0,1956.52
300103003,1,TB14,3000,0,1467.39
300103003,1,TB03,890, ,2583.87
300134501,1,TB13,5000,0,2445.65
300134503,1,TB14,45000,45000,22010.86
300134503,1,TB13,3000,3000,1467.39
300134503,1,TB03,2950, ,8564.51
300134503,1,TB11,5300,0,2592.39
300134505,1,TB09,16200,16200,15847.82
300134505,1,TB12,2700,2700,1320.65
300134505,1,TB13,9000,0,4402.17
300134505,1,TB14,189000,16000,92445.65
300134505,1,TB08,15290,4350,14957.6
300135302,1,TB08,330,330,322.82
300135304,1,TB09,66,66,64.56
300135304,1,TB08,350,0,342.39
300135304,1,TB07,250, ,725.8
300135304,1,TB05,500, ,1451.61
300135304,1,TB02,455, ,1320.96
300135304,1,TB03,576, ,1672.25
300135305,1,TB08,219,219,214.23
300148504,1,TB13,5000,0,2445.65
300148504,1,TB11,5000,0,2445.65
300148504,1,TR08,1600,0,1565.21
300148504,1,TB08,2000,2000,1956.52
300152303,1,TB08,3900,0,3815.21
300152303,1,TB15,800,800,391.3
300152303,1,TB13,10000,4000,4891.3
300158401,1,TB14,8000,0,3913.04
300158401,1,TB13,11000,0,5380.43
300184502,1,TB01,2000, ,5806.45
300205802,1,TB13,4800,4800,2360.65
300217302,1,TB14,6000,0,2934.78
300241002,1,TB05,950, ,2758.06
300241002,1,TB01,4000, ,11612.9
300241002,1,TB14,3500,3500,1711.95
300241002,1,TB02,408, ,1184.51
300241002,1,TB03,509, ,1477.74
300241002,1,TB07,500, ,1451.61
300255704,1,TB08,1040,0,1017.39
300255704,1,TB12,6199,0,3048.68
300272703,1,TB12,540,540,265.57
300274303,1,TB08,2170,2170,2122.82
300274303,1,TB03,1800, ,5225.8
300274305,1,TB01,2000, ,5806.45
300288902,1,TB11,2195,0,1073.64
300290802,1,TB02,293, ,879
300303601,1,TB13,25000,0,12295.08
300308702,1,TB02,251, ,753
300308702,1,TB13,1800,1800,885.24
300308702,1,TB07,1636, ,4908
300308702,1,TB03,502, ,1506
300308702,1,TB05,2000, ,6000
300322802,1,TB02,712, ,2136
300322802,1,TB01,7400, ,22200
300322802,1,TB05,1500, ,4500
300322802,1,TB07,8239, ,24717
300322802,1,TB14,2000,2000,983.6
300322802,1,TB04,8700, ,26100
300322802,1,TB03,943, ,2829
300322805,1,TB01,3000, ,9000
300322805,1,TB10,3800,3800,3717.39
300322805,1,TB13,10800,4500,5311.47
300334001,1,TB12,9000,9000,4402.17
300338501,1,TB11,4500,0,2201.08
300338502,1,TB08,2740,0,2680.43
300338502,1,TB10,3100,0,3032.6
300338502,1,TB11,9000,0,4402.17
300351801,1,TB08,600,600,586.95
300351803,1,TB08,1920,1920,1878.26
300351803,1,TB12,6000,0,2950.81
300351803,1,TB11,15800,0,7770.49
300351804,1,TB08,6915,1185,6764.67
300351805,1,TB08,600,360,586.95
300362605,1,TB12,134,0,65.9
300362605,1,TB11,8000,8000,3934.42
300362605,1,TB15,14400,2400,7081.96
300362605,1,TB13,820,820,403.27
300412504,1,TB13,2400,0,1173.91
300412504,1,TB05,2500, ,7258.06
300412504,1,TB04,300, ,870.96
300412504,1,TB03,130, ,377.41
300412504,1,TB09,500,500,489.13
300412504,1,TB10,1500,1500,1467.39
300412504,1,TB11,3700,0,1809.78
300412504,1,TB08,1300,300,1271.73
300412505,1,TB01,3270, ,9493.54
300412505,1,TB11,3000,0,1467.39
300412505,1,TB12,20400,600,9978.26
300412505,1,TB13,9000,0,4402.17
300412505,1,TB10,1481,668,1448.8
300412505,1,TB08,14365,11380,14052.71
300412505,1,TB02,871, ,2528.7
300412505,1,TB03,1591, ,4619.03
300412505,1,TB04,1500, ,4354.83
300412505,1,TB05,6690, ,19422.58
300412506,1,TB13,15524,12124,7593.26
300425304,1,TB08,2400,2400,2347.82
300425305,1,TB08,2650,2650,2592.39
300425305,1,TB13,12000,12000,5869.56
300425305,1,TB14,15000,15000,7336.95
300425306,1,TB13,5000,5000,2445.65
300427901,1,TB13,6000,6000,2934.78
300427901,1,TB14,4000,4000,1956.52
300427901,1,TB03,1500, ,4354.83
300427902,1,TB05,400, ,1161.29
300427902,1,TB08,1200,1200,1173.91
300427902,1,TB09,600,0,586.95
300427904,1,TB04,800, ,2322.58
300427904,1,TB03,2100, ,6096.77
300427904,1,TB07,4550, ,13209.67
300427904,1,TB01,10000, ,29032.25
300427904,1,TB13,30000,5000,14673.91
300427904,1,TB08,7150,0,6994.56
300433804,1,TB12,7500,0,3688.52
300457403,1,TB04,105, ,304.83
300461601,1,TB02,368, ,1104
300461601,1,TR01,1000, ,3000
300461601,1,TB08,3320,0,3247.82
300461601,1,TB06,80, ,240
300461601,1,TB04,200, ,600
300461601,1,TB01,4500, ,13500
300461601,1,TB03,415, ,1245
300461605,1,TB01,1800, ,5400
300461605,1,TB02,216, ,648
300461605,1,TB03,208, ,624
300461605,1,TB05,2524, ,7572
300461605,1,TB08,360,360,352.17
300461605,1,TB10,935,935,914.67
300461605,1,TB13,3000,3000,1475.4
300461606,1,TB01,5000, ,15000
300461606,1,TB08,1800,0,1760.86
300487202,1,TB13,5000,0,2486.18
300487202,1,TB10,7000,0,6847.82
300487202,1,TB01,2500, ,7258.06
300487202,1,TB08,3600,3600,3521.73
300487205,1,TB01,3000, ,8709.67
300509704,1,TB03,225, ,675
300509704,1,TB02,473, ,1419
300519202,1,TB08,3550,0,3472.82
300522304,1,TB13,7511,0,3673.85
300529906,1,TB13,14000,14000,6847.82
300539401,1,TB08,1980,280,1936.95
300539402,1,TB11,30500,21000,14918.47
300539403,1,TB08,900,0,880.43
300543005,1,TB13,2500,0,1222.82
300543005,1,TB08,400,400,391.3
300543005,1,TB09,60,60,58.69
300543005,1,TB11,3650,2800,1785.32
300545602,1,TB11,400,400,196.72
300545602,1,TB07,900, ,2700
300545602,1,TB05,8100, ,24300
